q,method,fdp,end_to_end_power,discoveries,delay_days,seed
0.175,Matched terminal weighted e-BH,0,0.125,2,1206.5,316128
0.2,SAFE-ALPHA,0,0.5,8,832.25,316128
0.2,Matched terminal weighted e-BH,0,0.125,2,1206.5,316128
0.01,SAFE-ALPHA,0,1,16,549.4375,316129
0.01,Matched terminal weighted e-BH,0,0.875,14,1157.21428571,316129
0.025,SAFE-ALPHA,0,1,16,497.25,316129
0.025,Matched terminal weighted e-BH,0,1,16,1139.9375,316129
0.05,SAFE-ALPHA,0,1,16,444.125,316129
0.05,Matched terminal weighted e-BH,0,1,16,1139.9375,316129
0.075,SAFE-ALPHA,0,1,16,364.75,316129
0.075,Matched terminal weighted e-BH,0,1,16,1139.9375,316129
0.1,SAFE-ALPHA,0,1,16,343.8125,316129
0.1,Matched terminal weighted e-BH,0,1,16,1139.9375,316129
0.125,SAFE-ALPHA,0,1,16,325.6875,316129
0.125,Matched terminal weighted e-BH,0,1,16,1139.9375,316129
0.15,SAFE-ALPHA,0,1,16,306.3125,316129
0.15,Matched terminal weighted e-BH,0,1,16,1139.9375,316129
0.175,SAFE-ALPHA,0,1,16,297.5625,316129
0.175,Matched terminal weighted e-BH,0,1,16,1139.9375,316129
0.2,SAFE-ALPHA,0,1,16,266.9375,316129
0.2,Matched terminal weighted e-BH,0,1,16,1139.9375,316129
0.01,SAFE-ALPHA,0,0.0625,1,311,316130
0.01,Matched terminal weighted e-BH,0,0,0,,316130
0.025,SAFE-ALPHA,0,0.0625,1,136,316130
0.025,Matched terminal weighted e-BH,0,0,0,,316130
0.05,SAFE-ALPHA,0,0.0625,1,116,316130
0.05,Matched terminal weighted e-BH,0,0,0,,316130
0.075,SAFE-ALPHA,0,0.125,2,431,316130
0.075,Matched terminal weighted e-BH,0,0,0,,316130
0.1,SAFE-ALPHA,0,0.125,2,426,316130
0.1,Matched terminal weighted e-BH,0,0,0,,316130
0.125,SAFE-ALPHA,0,0.125,2,383.5,316130
0.125,Matched terminal weighted e-BH,0,0,0,,316130
0.15,SAFE-ALPHA,0,0.125,2,383.5,316130
0.15,Matched terminal weighted e-BH,0,0,0,,316130
0.175,SAFE-ALPHA,0,0.1875,3,306,316130
0.175,Matched terminal weighted e-BH,0,0,0,,316130
0.2,SAFE-ALPHA,0,0.1875,3,261,316130
0.2,Matched terminal weighted e-BH,0,0,0,,316130
0.01,SAFE-ALPHA,0,0.875,14,954.928571429,316131
0.01,Matched terminal weighted e-BH,0,0.875,14,1159.35714286,316131
0.025,SAFE-ALPHA,0,0.9375,15,885.333333333,316131
0.025,Matched terminal weighted e-BH,0,0.9375,15,1153,316131
0.05,SAFE-ALPHA,0,0.9375,15,726.666666667,316131
0.05,Matched terminal weighted e-BH,0,0.9375,15,1153,316131
0.075,SAFE-ALPHA,0,0.9375,15,700.666666667,316131
0.075,Matched terminal weighted e-BH,0,0.9375,15,1153,316131
0.1,SAFE-ALPHA,0,0.9375,15,646,316131
0.1,Matched terminal weighted e-BH,0,0.9375,15,1153,316131
0.125,SAFE-ALPHA,0,0.9375,15,597.666666667,316131
0.125,Matched terminal weighted e-BH,0,0.9375,15,1153,316131
0.15,SAFE-ALPHA,0,0.9375,15,561.666666667,316131
0.15,Matched terminal weighted e-BH,0,0.9375,15,1153,316131
0.175,SAFE-ALPHA,0,0.9375,15,532.666666667,316131
0.175,Matched terminal weighted e-BH,0,0.9375,15,1153,316131
0.2,SAFE-ALPHA,0,0.9375,15,493.333333333,316131
0.2,Matched terminal weighted e-BH,0,0.9375,15,1153,316131
0.01,SAFE-ALPHA,0,0.0625,1,1236,316132
0.01,Matched terminal weighted e-BH,0,0,0,,316132
0.025,SAFE-ALPHA,0,0.0625,1,1006,316132
0.025,Matched terminal weighted e-BH,0,0.0625,1,1259,316132
0.05,SAFE-ALPHA,0,0.0625,1,986,316132
0.05,Matched terminal weighted e-BH,0,0.0625,1,1259,316132
0.075,SAFE-ALPHA,0,0.0625,1,976,316132
0.075,Matched terminal weighted e-BH,0,0.0625,1,1259,316132
0.1,SAFE-ALPHA,0,0.0625,1,971,316132
0.1,Matched terminal weighted e-BH,0,0.0625,1,1259,316132
0.125,SAFE-ALPHA,0,0.0625,1,971,316132
0.125,Matched terminal weighted e-BH,0,0.0625,1,1259,316132
0.15,SAFE-ALPHA,0,0.0625,1,806,316132
0.15,Matched terminal weighted e-BH,0,0.0625,1,1259,316132
0.175,SAFE-ALPHA,0,0.0625,1,806,316132
0.175,Matched terminal weighted e-BH,0,0.0625,1,1259,316132
0.2,SAFE-ALPHA,0,0.0625,1,806,316132
0.2,Matched terminal weighted e-BH,0,0.0625,1,1259,316132
0.01,SAFE-ALPHA,0,0.5,8,670.375,316133
0.01,Matched terminal weighted e-BH,0,0.5,8,1178.375,316133
0.025,SAFE-ALPHA,0,0.625,10,559.5,316133
0.025,Matched terminal weighted e-BH,0,0.5625,9,1175.66666667,316133
0.05,SAFE-ALPHA,0,0.75,12,492.666666667,316133
0.05,Matched terminal weighted e-BH,0,0.6875,11,1175.81818182,316133
0.075,SAFE-ALPHA,0,0.75,12,378.916666667,316133
0.075,Matched terminal weighted e-BH,0,0.6875,11,1175.81818182,316133
0.1,SAFE-ALPHA,0,0.75,12,364.75,316133
0.1,Matched terminal weighted e-BH,0,0.6875,11,1175.81818182,316133
0.125,SAFE-ALPHA,0,0.8125,13,313.692307692,316133
0.125,Matched terminal weighted e-BH,0,0.75,12,1170.25,316133
0.15,SAFE-ALPHA,0,0.8125,13,302.153846154,316133
0.15,Matched terminal weighted e-BH,0,0.75,12,1170.25,316133
0.175,SAFE-ALPHA,0,0.8125,13,290.615384615,316133
0.175,Matched terminal weighted e-BH,0,0.75,12,1170.25,316133
0.2,SAFE-ALPHA,0,0.8125,13,270.230769231,316133
0.2,Matched terminal weighted e-BH,0,0.75,12,1170.25,316133
0.01,SAFE-ALPHA,0,0.1875,3,978,316134
0.01,Matched terminal weighted e-BH,0,0.1875,3,1234,316134
0.025,SAFE-ALPHA,0,0.4375,7,936,316134
0.025,Matched terminal weighted e-BH,0,0.3125,5,1187,316134
0.05,SAFE-ALPHA,0,0.625,10,908.5,316134
0.05,Matched terminal weighted e-BH,0,0.4375,7,1192.57142857,316134
0.075,SAFE-ALPHA,0,0.625,10,802.5,316134
0.075,Matched terminal weighted e-BH,0,0.5,8,1195.25,316134
0.1,SAFE-ALPHA,0,0.625,10,561,316134
0.1,Matched terminal weighted e-BH,0,0.625,10,1179.5,316134
0.125,SAFE-ALPHA,0,0.625,10,465.5,316134
0.125,Matched terminal weighted e-BH,0,0.625,10,1179.5,316134
0.15,SAFE-ALPHA,0,0.625,10,403.5,316134
0.15,Matched terminal weighted e-BH,0,0.625,10,1179.5,316134
0.175,SAFE-ALPHA,0,0.625,10,369,316134
0.175,Matched terminal weighted e-BH,0,0.625,10,1179.5,316134
0.2,SAFE-ALPHA,0,0.625,10,327.5,316134
0.2,Matched terminal weighted e-BH,0,0.625,10,1179.5,316134
0.01,SAFE-ALPHA,0,0,0,,316135
0.01,Matched terminal weighted e-BH,0,0,0,,316135
0.025,SAFE-ALPHA,0,0.0625,1,1146,316135
0.025,Matched terminal weighted e-BH,0,0,0,,316135
0.05,SAFE-ALPHA,0,0.25,4,903.5,316135
0.05,Matched terminal weighted e-BH,0,0.0625,1,1169,316135
0.075,SAFE-ALPHA,0,0.3125,5,943,316135
0.075,Matched terminal weighted e-BH,0,0.0625,1,1169,316135
0.1,SAFE-ALPHA,0,0.375,6,959.333333333,316135
0.1,Matched terminal weighted e-BH,0,0.25,4,1199,316135
0.125,SAFE-ALPHA,0,0.375,6,951,316135
0.125,Matched terminal weighted e-BH,0,0.25,4,1199,316135
0.15,SAFE-ALPHA,0,0.5,8,946.625,316135
0.15,Matched terminal weighted e-BH,0,0.25,4,1199,316135
0.175,SAFE-ALPHA,0,0.5625,9,969.333333333,316135
0.175,Matched terminal weighted e-BH,0,0.375,6,1191.5,316135
0.2,SAFE-ALPHA,0,0.5625,9,954.888888889,316135
0.2,Matched terminal weighted e-BH,0,0.4375,7,1181.85714286,316135
0.01,SAFE-ALPHA,0,0.0625,1,1056,316136
0.01,Matched terminal weighted e-BH,0,0.0625,1,1259,316136
0.025,SAFE-ALPHA,0,0.1875,3,1072.66666667,316136
0.025,Matched terminal weighted e-BH,0,0.0625,1,1259,316136
0.05,SAFE-ALPHA,0,0.1875,3,939.333333333,316136
0.05,Matched terminal weighted e-BH,0,0.1875,3,1239,316136
0.075,SAFE-ALPHA,0,0.3125,5,809,316136
0.075,Matched terminal weighted e-BH,0,0.1875,3,1239,316136
0.1,SAFE-ALPHA,0,0.375,6,777.666666667,316136
0.1,Matched terminal weighted e-BH,0,0.1875,3,1239,316136
0.125,SAFE-ALPHA,0,0.5625,9,804.333333333,316136
0.125,Matched terminal weighted e-BH,0,0.3125,5,1208,316136
0.15,SAFE-ALPHA,0,0.5625,9,787.111111111,316136
0.15,Matched terminal weighted e-BH,0,0.4375,7,1186.14285714,316136
0.175,SAFE-ALPHA,0,0.5625,9,775.444444444,316136
0.175,Matched terminal weighted e-BH,0,0.4375,7,1186.14285714,316136
0.2,SAFE-ALPHA,0,0.5625,9,754.333333333,316136
0.2,Matched terminal weighted e-BH,0,0.4375,7,1186.14285714,316136
0.01,SAFE-ALPHA,0,0.1875,3,617.666666667,316137
0.01,Matched terminal weighted e-BH,0,0,0,,316137
0.025,SAFE-ALPHA,0,0.1875,3,521,316137
0.025,Matched terminal weighted e-BH,0,0,0,,316137
0.05,SAFE-ALPHA,0,0.25,4,567.25,316137
0.05,Matched terminal weighted e-BH,0,0,0,,316137
0.075,SAFE-ALPHA,0,0.25,4,541,316137
0.075,Matched terminal weighted e-BH,0,0,0,,316137
0.1,SAFE-ALPHA,0,0.3125,5,536,316137
0.1,Matched terminal weighted e-BH,0,0,0,,316137
0.125,SAFE-ALPHA,0,0.3125,5,528,316137
0.125,Matched terminal weighted e-BH,0,0.0625,1,1259,316137
0.15,SAFE-ALPHA,0,0.3125,5,512,316137
0.15,Matched terminal weighted e-BH,0,0.0625,1,1259,316137
0.175,SAFE-ALPHA,0,0.3125,5,493,316137
0.175,Matched terminal weighted e-BH,0,0.0625,1,1259,316137
0.2,SAFE-ALPHA,0,0.3125,5,483,316137
0.2,Matched terminal weighted e-BH,0,0.1875,3,1229,316137
0.01,SAFE-ALPHA,0,0.1875,3,806,316138
0.01,Matched terminal weighted e-BH,0,0.0625,1,1259,316138
0.025,SAFE-ALPHA,0,0.3125,5,809,316138
0.025,Matched terminal weighted e-BH,0,0.1875,3,1194,316138
0.05,SAFE-ALPHA,0,0.4375,7,768.857142857,316138
0.05,Matched terminal weighted e-BH,0,0.25,4,1199,316138
0.075,SAFE-ALPHA,0,0.4375,7,756,316138
0.075,Matched terminal weighted e-BH,0,0.3125,5,1199,316138
0.1,SAFE-ALPHA,0,0.5625,9,821.888888889,316138
0.1,Matched terminal weighted e-BH,0,0.375,6,1186.5,316138
0.125,SAFE-ALPHA,0,0.5625,9,768.777777778,316138
0.125,Matched terminal weighted e-BH,0,0.5,8,1167.125,316138
0.15,SAFE-ALPHA,0,0.5625,9,763.777777778,316138
0.15,Matched terminal weighted e-BH,0,0.5,8,1167.125,316138
0.175,SAFE-ALPHA,0,0.5625,9,735.444444444,316138
0.175,Matched terminal weighted e-BH,0,0.5,8,1167.125,316138
0.2,SAFE-ALPHA,0,0.6875,11,632.818181818,316138
0.2,Matched terminal weighted e-BH,0,0.5,8,1167.125,316138
0.01,SAFE-ALPHA,0,0.625,10,582,316139
0.01,Matched terminal weighted e-BH,0,0.5625,9,1194,316139
0.025,SAFE-ALPHA,0,0.6875,11,522.818181818,316139
0.025,Matched terminal weighted e-BH,0,0.6875,11,1175.81818182,316139
0.05,SAFE-ALPHA,0,0.75,12,488.5,316139
0.05,Matched terminal weighted e-BH,0,0.75,12,1174,316139
0.075,SAFE-ALPHA,0,0.75,12,418.916666667,316139
0.075,Matched terminal weighted e-BH,0,0.75,12,1174,316139
0.1,SAFE-ALPHA,0,0.8125,13,441,316139
0.1,Matched terminal weighted e-BH,0,0.75,12,1174,316139
0.125,SAFE-ALPHA,0,0.8125,13,420.230769231,316139
0.125,Matched terminal weighted e-BH,0,0.75,12,1174,316139
0.15,SAFE-ALPHA,0,0.8125,13,351.384615385,316139
0.15,Matched terminal weighted e-BH,0,0.75,12,1174,316139
0.175,SAFE-ALPHA,0,0.8125,13,336,316139
0.175,Matched terminal weighted e-BH,0,0.8125,13,1166.69230769,316139
0.2,SAFE-ALPHA,0,0.8125,13,291.769230769,316139
0.2,Matched terminal weighted e-BH,0,0.8125,13,1166.69230769,316139
0.01,SAFE-ALPHA,0,0,0,,316140
0.01,Matched terminal weighted e-BH,0,0,0,,316140
0.025,SAFE-ALPHA,0,0,0,,316140
0.025,Matched terminal weighted e-BH,0,0,0,,316140
0.05,SAFE-ALPHA,0,0.1875,3,1129.33333333,316140
0.05,Matched terminal weighted e-BH,0,0.125,2,1229,316140
0.075,SAFE-ALPHA,0,0.1875,3,1121,316140
0.075,Matched terminal weighted e-BH,0,0.125,2,1229,316140
0.1,SAFE-ALPHA,0,0.1875,3,1081,316140
0.1,Matched terminal weighted e-BH,0,0.125,2,1229,316140
0.125,SAFE-ALPHA,0,0.1875,3,1072.66666667,316140
0.125,Matched terminal weighted e-BH,0,0.1875,3,1229,316140
0.15,SAFE-ALPHA,0,0.1875,3,1061,316140
0.15,Matched terminal weighted e-BH,0,0.1875,3,1229,316140
0.175,SAFE-ALPHA,0,0.1875,3,889.333333333,316140
0.175,Matched terminal weighted e-BH,0,0.1875,3,1229,316140
0.2,SAFE-ALPHA,0,0.25,4,733.5,316140
0.2,Matched terminal weighted e-BH,0,0.1875,3,1229,316140
0.01,SAFE-ALPHA,0,0.5,8,907.25,316141
0.01,Matched terminal weighted e-BH,0,0.5,8,1182.125,316141
0.025,SAFE-ALPHA,0,0.625,10,846.5,316141
0.025,Matched terminal weighted e-BH,0,0.625,10,1169,316141
0.05,SAFE-ALPHA,0,0.75,12,728.916666667,316141
0.05,Matched terminal weighted e-BH,0,0.6875,11,1151.27272727,316141
0.075,SAFE-ALPHA,0,0.8125,13,728.307692308,316141
0.075,Matched terminal weighted e-BH,0,0.75,12,1134,316141
0.1,SAFE-ALPHA,0,0.8125,13,707.538461538,316141
0.1,Matched terminal weighted e-BH,0,0.8125,13,1130.92307692,316141
0.125,SAFE-ALPHA,0,0.9375,15,675.666666667,316141
0.125,Matched terminal weighted e-BH,0,0.8125,13,1130.92307692,316141
0.15,SAFE-ALPHA,0,0.9375,15,641.333333333,316141
0.15,Matched terminal weighted e-BH,0,0.875,14,1131.5,316141
0.175,SAFE-ALPHA,0,0.9375,15,636,316141
0.175,Matched terminal weighted e-BH,0,0.875,14,1131.5,316141
0.2,SAFE-ALPHA,0,0.9375,15,611.333333333,316141
0.2,Matched terminal weighted e-BH,0,0.875,14,1131.5,316141
0.01,SAFE-ALPHA,0,0,0,,316142
0.01,Matched terminal weighted e-BH,0,0,0,,316142
0.025,SAFE-ALPHA,0,0,0,,316142
0.025,Matched terminal weighted e-BH,0,0,0,,316142
0.05,SAFE-ALPHA,0,0,0,,316142
0.05,Matched terminal weighted e-BH,0,0,0,,316142
0.075,SAFE-ALPHA,0,0,0,,316142
0.075,Matched terminal weighted e-BH,0,0,0,,316142
0.1,SAFE-ALPHA,0,0,0,,316142
0.1,Matched terminal weighted e-BH,0,0,0,,316142
0.125,SAFE-ALPHA,0,0,0,,316142
0.125,Matched terminal weighted e-BH,0,0,0,,316142
0.15,SAFE-ALPHA,0,0,0,,316142
0.15,Matched terminal weighted e-BH,0,0,0,,316142
0.175,SAFE-ALPHA,0,0,0,,316142
0.175,Matched terminal weighted e-BH,0,0,0,,316142
0.2,SAFE-ALPHA,0,0,0,,316142
0.2,Matched terminal weighted e-BH,0,0,0,,316142
0.01,SAFE-ALPHA,0,0.125,2,1146,316143
0.01,Matched terminal weighted e-BH,0,0.0625,1,1214,316143
0.025,SAFE-ALPHA,0,0.25,4,1046,316143
0.025,Matched terminal weighted e-BH,0,0.125,2,1229,316143
0.05,SAFE-ALPHA,0,0.25,4,992.25,316143
0.05,Matched terminal weighted e-BH,0,0.25,4,1229,316143
0.075,SAFE-ALPHA,0,0.25,4,944.75,316143
0.075,Matched terminal weighted e-BH,0,0.25,4,1229,316143
0.1,SAFE-ALPHA,0,0.3125,5,936,316143
0.1,Matched terminal weighted e-BH,0,0.25,4,1229,316143
0.125,SAFE-ALPHA,0,0.375,6,947.666666667,316143
0.125,Matched terminal weighted e-BH,0,0.3125,5,1196,316143
0.15,SAFE-ALPHA,0,0.375,6,915.166666667,316143
0.15,Matched terminal weighted e-BH,0,0.3125,5,1196,316143
0.175,SAFE-ALPHA,0,0.5,8,931,316143
0.175,Matched terminal weighted e-BH,0,0.3125,5,1196,316143
0.2,SAFE-ALPHA,0,0.5,8,909.75,316143
0.2,Matched terminal weighted e-BH,0,0.375,6,1201.5,316143
0.01,SAFE-ALPHA,0,0.3125,5,810,316144
0.01,Matched terminal weighted e-BH,0,0.3125,5,1202,316144
0.025,SAFE-ALPHA,0,0.625,10,670.5,316144
0.025,Matched terminal weighted e-BH,0,0.5,8,1165.25,316144
0.05,SAFE-ALPHA,0,0.6875,11,626.454545455,316144
0.05,Matched terminal weighted e-BH,0,0.625,10,1160,316144
0.075,SAFE-ALPHA,0,0.8125,13,680.230769231,316144
0.075,Matched terminal weighted e-BH,0,0.8125,13,1145.92307692,316144
0.1,SAFE-ALPHA,0,0.875,14,654.214285714,316144
0.1,Matched terminal weighted e-BH,0,0.875,14,1140.07142857,316144
0.125,SAFE-ALPHA,0,0.9375,15,640.333333333,316144
0.125,Matched terminal weighted e-BH,0,0.875,14,1140.07142857,316144
0.15,SAFE-ALPHA,0,0.9375,15,614.666666667,316144
0.15,Matched terminal weighted e-BH,0,0.875,14,1140.07142857,316144
0.175,SAFE-ALPHA,0,0.9375,15,565,316144
0.175,Matched terminal weighted e-BH,0,0.875,14,1140.07142857,316144
0.2,SAFE-ALPHA,0,0.9375,15,534,316144
0.2,Matched terminal weighted e-BH,0,0.875,14,1140.07142857,316144
0.01,SAFE-ALPHA,0,0.3125,5,741,316145
0.01,Matched terminal weighted e-BH,0,0.0625,1,1259,316145
0.025,SAFE-ALPHA,0,0.625,10,632,316145
0.025,Matched terminal weighted e-BH,0,0.125,2,1214,316145
0.05,SAFE-ALPHA,0,0.75,12,517.666666667,316145
0.05,Matched terminal weighted e-BH,0,0.25,4,1202.75,316145
0.075,SAFE-ALPHA,0,0.75,12,504.333333333,316145
0.075,Matched terminal weighted e-BH,0,0.25,4,1202.75,316145
0.1,SAFE-ALPHA,0,0.8125,13,511,316145
0.1,Matched terminal weighted e-BH,0,0.25,4,1202.75,316145
0.125,SAFE-ALPHA,0,0.8125,13,496.769230769,316145
0.125,Matched terminal weighted e-BH,0,0.4375,7,1173.28571429,316145
0.15,SAFE-ALPHA,0,0.8125,13,489.846153846,316145
0.15,Matched terminal weighted e-BH,0,0.4375,7,1173.28571429,316145
0.175,SAFE-ALPHA,0,0.8125,13,478.692307692,316145
0.175,Matched terminal weighted e-BH,0,0.4375,7,1173.28571429,316145
0.2,SAFE-ALPHA,0,0.875,14,486.714285714,316145
0.2,Matched terminal weighted e-BH,0,0.5,8,1176.5,316145
0.01,SAFE-ALPHA,0,0,0,,316146
0.01,Matched terminal weighted e-BH,0,0,0,,316146
0.025,SAFE-ALPHA,0,0,0,,316146
0.025,Matched terminal weighted e-BH,0,0,0,,316146
0.05,SAFE-ALPHA,0,0.125,2,953.5,316146
0.05,Matched terminal weighted e-BH,0,0,0,,316146
0.075,SAFE-ALPHA,0,0.125,2,896,316146
0.075,Matched terminal weighted e-BH,0,0,0,,316146
0.1,SAFE-ALPHA,0,0.1875,3,436,316146
0.1,Matched terminal weighted e-BH,0,0,0,,316146
0.125,SAFE-ALPHA,0,0.1875,3,429.333333333,316146
0.125,Matched terminal weighted e-BH,0,0.0625,1,1154,316146
0.15,SAFE-ALPHA,0,0.1875,3,397.666666667,316146
0.15,Matched terminal weighted e-BH,0,0.0625,1,1154,316146
0.175,SAFE-ALPHA,0,0.1875,3,397.666666667,316146
0.175,Matched terminal weighted e-BH,0,0.0625,1,1154,316146
0.2,SAFE-ALPHA,0,0.1875,3,389.333333333,316146
0.2,Matched terminal weighted e-BH,0,0.0625,1,1154,316146
0.01,SAFE-ALPHA,0,0.875,14,729.214285714,316147
0.01,Matched terminal weighted e-BH,0,0.875,14,1147.57142857,316147
0.025,SAFE-ALPHA,0,0.875,14,553.142857143,316147
0.025,Matched terminal weighted e-BH,0,0.875,14,1147.57142857,316147
0.05,SAFE-ALPHA,0,0.875,14,509.571428571,316147
0.05,Matched terminal weighted e-BH,0,0.875,14,1147.57142857,316147
0.075,SAFE-ALPHA,0,0.875,14,473.142857143,316147
0.075,Matched terminal weighted e-BH,0,0.875,14,1147.57142857,316147
0.1,SAFE-ALPHA,0,0.875,14,435.642857143,316147
0.1,Matched terminal weighted e-BH,0,0.875,14,1147.57142857,316147
0.125,SAFE-ALPHA,0,0.875,14,388.5,316147
0.125,Matched terminal weighted e-BH,0,0.875,14,1147.57142857,316147
0.15,SAFE-ALPHA,0,0.875,14,377.785714286,316147
0.15,Matched terminal weighted e-BH,0,0.875,14,1147.57142857,316147
0.175,SAFE-ALPHA,0,0.875,14,363.857142857,316147
0.175,Matched terminal weighted e-BH,0,0.875,14,1147.57142857,316147
0.2,SAFE-ALPHA,0,0.875,14,354.214285714,316147
0.2,Matched terminal weighted e-BH,0,0.875,14,1147.57142857,316147
0.01,SAFE-ALPHA,0,0.1875,3,614.333333333,316148
0.01,Matched terminal weighted e-BH,0,0.1875,3,1219,316148
0.025,SAFE-ALPHA,0,0.25,4,722.25,316148
0.025,Matched terminal weighted e-BH,0,0.25,4,1214,316148
0.05,SAFE-ALPHA,0,0.4375,7,546,316148
0.05,Matched terminal weighted e-BH,0,0.25,4,1214,316148
0.075,SAFE-ALPHA,0,0.5,8,582.25,316148
0.075,Matched terminal weighted e-BH,0,0.3125,5,1193,316148
0.1,SAFE-ALPHA,0,0.5,8,547.875,316148
0.1,Matched terminal weighted e-BH,0,0.3125,5,1193,316148
0.125,SAFE-ALPHA,0,0.5,8,538.5,316148
0.125,Matched terminal weighted e-BH,0,0.375,6,1181.5,316148
0.15,SAFE-ALPHA,0,0.5,8,492.25,316148
0.15,Matched terminal weighted e-BH,0,0.375,6,1181.5,316148
0.175,SAFE-ALPHA,0,0.5625,9,534.888888889,316148
0.175,Matched terminal weighted e-BH,0,0.375,6,1181.5,316148
0.2,SAFE-ALPHA,0,0.625,10,538.5,316148
0.2,Matched terminal weighted e-BH,0,0.375,6,1181.5,316148
0.01,SAFE-ALPHA,0,0.125,2,1108.5,316149
0.01,Matched terminal weighted e-BH,0,0.0625,1,1244,316149
0.025,SAFE-ALPHA,0,0.3125,5,1059,316149
0.025,Matched terminal weighted e-BH,0,0.1875,3,1244,316149
0.05,SAFE-ALPHA,0,0.3125,5,1010,316149
0.05,Matched terminal weighted e-BH,0,0.3125,5,1214,316149
0.075,SAFE-ALPHA,0,0.3125,5,1002,316149
0.075,Matched terminal weighted e-BH,0,0.3125,5,1214,316149
0.1,SAFE-ALPHA,0,0.3125,5,979,316149
0.1,Matched terminal weighted e-BH,0,0.3125,5,1214,316149
0.125,SAFE-ALPHA,0,0.375,6,1001,316149
0.125,Matched terminal weighted e-BH,0,0.3125,5,1214,316149
0.15,SAFE-ALPHA,0,0.375,6,849.333333333,316149
0.15,Matched terminal weighted e-BH,0,0.3125,5,1214,316149
0.175,SAFE-ALPHA,0,0.4375,7,868.142857143,316149
0.175,Matched terminal weighted e-BH,0,0.3125,5,1214,316149
0.2,SAFE-ALPHA,0,0.5,8,878.5,316149
0.2,Matched terminal weighted e-BH,0,0.3125,5,1214,316149
0.01,SAFE-ALPHA,0,0.3125,5,944,316150
0.01,Matched terminal weighted e-BH,0,0.1875,3,1234,316150
0.025,SAFE-ALPHA,0,0.5625,9,849.333333333,316150
0.025,Matched terminal weighted e-BH,0,0.375,6,1196.5,316150
0.05,SAFE-ALPHA,0,0.625,10,840,316150
0.05,Matched terminal weighted e-BH,0,0.4375,7,1181.85714286,316150
0.075,SAFE-ALPHA,0,0.6875,11,784.454545455,316150
0.075,Matched terminal weighted e-BH,0,0.6875,11,1169,316150
0.1,SAFE-ALPHA,0,0.75,12,771.416666667,316150
0.1,Matched terminal weighted e-BH,0,0.6875,11,1169,316150
0.125,SAFE-ALPHA,0,0.75,12,666.833333333,316150
0.125,Matched terminal weighted e-BH,0,0.75,12,1166.5,316150
0.15,SAFE-ALPHA,0,0.75,12,654.75,316150
0.15,Matched terminal weighted e-BH,0,0.75,12,1166.5,316150
0.175,SAFE-ALPHA,0,0.75,12,623.083333333,316150
0.175,Matched terminal weighted e-BH,0,0.75,12,1166.5,316150
0.2,SAFE-ALPHA,0,0.8125,13,657.923076923,316150
0.2,Matched terminal weighted e-BH,0,0.8125,13,1162.07692308,316150
0.01,SAFE-ALPHA,0,0,0,,316151
0.01,Matched terminal weighted e-BH,0,0,0,,316151
0.025,SAFE-ALPHA,0,0.25,4,952.25,316151
0.025,Matched terminal weighted e-BH,0,0.0625,1,1199,316151
0.05,SAFE-ALPHA,0,0.375,6,938.5,316151
0.05,Matched terminal weighted e-BH,0,0.125,2,1229,316151
0.075,SAFE-ALPHA,0,0.375,6,930.166666667,316151
0.075,Matched terminal weighted e-BH,0,0.25,4,1214,316151
0.1,SAFE-ALPHA,0,0.4375,7,826.714285714,316151
0.1,Matched terminal weighted e-BH,0,0.25,4,1214,316151
0.125,SAFE-ALPHA,0,0.4375,7,793.857142857,316151
0.125,Matched terminal weighted e-BH,0,0.375,6,1204,316151
0.15,SAFE-ALPHA,0,0.5625,9,805.777777778,316151
0.15,Matched terminal weighted e-BH,0,0.375,6,1204,316151
0.175,SAFE-ALPHA,0,0.5625,9,796.888888889,316151
0.175,Matched terminal weighted e-BH,0,0.375,6,1204,316151
0.2,SAFE-ALPHA,0,0.625,10,756.5,316151
0.2,Matched terminal weighted e-BH,0,0.4375,7,1186.14285714,316151
0.01,SAFE-ALPHA,0,0.0625,1,1176,316152
0.01,Matched terminal weighted e-BH,0,0.0625,1,1244,316152
0.025,SAFE-ALPHA,0,0.0625,1,1151,316152
0.025,Matched terminal weighted e-BH,0,0.0625,1,1244,316152
0.05,SAFE-ALPHA,0,0.125,2,1108.5,316152
0.05,Matched terminal weighted e-BH,0,0.0625,1,1244,316152
0.075,SAFE-ALPHA,0,0.4375,7,1110.28571429,316152
0.075,Matched terminal weighted e-BH,0,0.1875,3,1154,316152
0.1,SAFE-ALPHA,0,0.4375,7,1094.57142857,316152
0.1,Matched terminal weighted e-BH,0,0.3125,5,1166,316152
0.125,SAFE-ALPHA,0,0.4375,7,1081.71428571,316152
0.125,Matched terminal weighted e-BH,0,0.375,6,1159,316152
0.15,SAFE-ALPHA,0,0.4375,7,1041,316152
0.15,Matched terminal weighted e-BH,0,0.375,6,1159,316152
0.175,SAFE-ALPHA,0,0.4375,7,1036.71428571,316152
0.175,Matched terminal weighted e-BH,0,0.4375,7,1162.57142857,316152
0.2,SAFE-ALPHA,0,0.4375,7,826.714285714,316152
0.2,Matched terminal weighted e-BH,0,0.4375,7,1162.57142857,316152
0.01,SAFE-ALPHA,0,0.1875,3,1124.33333333,316153
0.01,Matched terminal weighted e-BH,0,0.0625,1,1259,316153
0.025,SAFE-ALPHA,0,0.4375,7,913.857142857,316153
0.025,Matched terminal weighted e-BH,0,0.375,6,1201.5,316153
0.05,SAFE-ALPHA,0,0.5,8,834.125,316153
